name,address,city,state,postal_code,latitude,longitude,stars,categories
Hickory Tavern,"12210 Copper Way, Ste 212",Charlotte,NC,28277,35.07115945,-80.84413829,3.5,Nightlife;American (Traditional);Sports Bars;Chicken Wings;Restaurants;Bars;Pubs
Hickory Tavern,2005 E Arbors Dr,Charlotte,NC,28262,35.336821,-80.755961,2.5,Burgers;Sports Bars;Bars;Seafood;Chicken Wings;Nightlife;Restaurants;American (Traditional)
Hickory Tavern,"1100 Metropolitan Ave, Ste 170",Charlotte,NC,28204,35.2128364,-80.8358184,3.5,Sports Bars;Nightlife;Salad;Restaurants;Chicken Wings;Food;American (Traditional);Bars
Hickory Tavern,11504 Providence Rd,Charlotte,NC,28104,35.053472,-80.7708,3,Chicken Wings;Bars;Nightlife;Restaurants;Sports Bars;American (New);American (Traditional)
High Cotton Home Company,"2137 S Blvd, Ste 100",Charlotte,NC,28203,35.2068852,-80.8605101,3,Home Services;Home & Garden;Shopping;Home Decor;Interior Design;Furniture Stores
Highland Creek Golf Club,7101 Highland Creek Pkwy,Charlotte,NC,28269,35.3808822,-80.7629093,2.5,Active Life;Comfort Food;Nightlife;Bars;Sports Bars;Restaurants;Golf
Highland Mill Lofts,2901 N Davidson St,Charlotte,NC,28205,35.245827,-80.808967,4,Real Estate;Apartments;Home Services
Highland Park at Northlake,7116 Finn Hall Ave,Charlotte,NC,28216,35.33774637,-80.86004555,4,Real Estate;Apartments;Home Services
Highlands At Alexander Pointe,310 Highroad Dr,Charlotte,NC,28202,35.324486,-80.734557,4,Real Estate;Home Services;Apartments
HighLife Central,1525 Central Ave,Charlotte,NC,28205,35.2205604,-80.8124789,2,Vape Shops;Tobacco Shops;Shopping;Head Shops
HighLife North Tryon,"9605 N Tryon St, Ste C",Charlotte,NC,28262,35.316675,-80.740521,4,Flowers & Gifts;Vape Shops;Gift Shops;Tobacco Shops;Head Shops;Counseling & Mental Health;Shopping;Health & Medical
Hight Veterinary Hospital,9528 N Tryon St,Charlotte,NC,28262,35.315626,-80.7394,2,Pet Groomers;Veterinarians;Pet Sitting;Pets;Pet Services
Hi-Line Garage,6411 E Independence Blvd,Charlotte,NC,28212,35.1735,-80.746445,4,Automotive;Auto Loan Providers;Car Dealers
Hillbilly Produce Market,7024 E Independence Blvd,Charlotte,NC,28227,35.165126,-80.742186,4,Food;Fruits & Veggies;Grocery;Specialty Food
Hillbilly's BBQ & Steaks,838 Tyvola Rd,Charlotte,NC,28217,35.1651733,-80.8816148,3,Restaurants;Barbeque
Hilldrup Moving & Storage,1325 Carrier Dr,Charlotte,NC,28216,35.27112,-80.860809,3.5,Home Services;Movers
Hilliard Studio Method,516 Fenton Pl,Charlotte,NC,28207,35.20105427,-80.82373457,4,Barre Classes;Active Life;Yoga;Fitness & Instruction;Pilates
HillRock Estates,3317 Magnolia Hill Dr,Charlotte,NC,28205,35.2281199,-80.7722859,3,Apartments;Home Services;Real Estate
Hilton Charlotte Center City,222 E 3rd St,Charlotte,NC,28202,35.223914,-80.843662,3,Event Planning & Services;Venues & Event Spaces;Hotels & Travel;Hotels
Hilton Charlotte Executive Park,5624 Westpark Dr,Charlotte,NC,28217,35.1606564,-80.8889643,3,Hotels;Event Planning & Services;Hotels & Travel
Hilton Charlotte University,8629 Jm Keynes Dr,Charlotte,NC,28262,35.3087682,-80.7506546,3.5,Restaurants;Hotels & Travel;Event Planning & Services;Hotels
Hilton Garden Inn - Ayrsley,1920 Ayrsley Town Blvd,Charlotte,NC,28273,35.1381231,-80.9307975,3,Hotels & Travel;Hotels;Event Planning & Services
Hilton Garden Inn Charlotte Airport,2400 Cascade Pointe Blvd,Charlotte,NC,28208,35.1993773,-80.9177941,4.5,Hotels & Travel;Event Planning & Services;Hotels
Hilton Garden Inn Charlotte North,9315 Statesville Rd,Charlotte,NC,28269,35.3483584,-80.8421838,3,Event Planning & Services;Hotels & Travel;Hotels
Hilton Garden Inn Charlotte Uptown,508 E Martin Luther King Blvd,Charlotte,NC,28202,35.2207294,-80.8427865,4,Hotels & Travel;Hotels;Event Planning & Services
Hiltz Management,2221 Park Rd,Charlotte,NC,28203,35.19983,-80.851755,2.5,Real Estate;Property Management;Home Services
Himebaugh's Sewing & Vacuum Center,"10701 Park Rd, Ste E",Charlotte,NC,28210,35.0907548,-80.8679669,5,Appliances & Repair;Wholesalers;Professional Services;Local Services
Hissho Sushi,11949 Steele Creek Rd,Charlotte,NC,28273,35.128771,-80.977071,2.5,Restaurants;Japanese;Sushi Bars
Hissho Sushi,5501 Josh Birmingham Pkwy,Charlotte,NC,28208,35.2204347,-80.9410762,3.5,Sushi Bars;Restaurants;American (New)
Hissho Sushi At First In Flight Bar,5501 Josh Birmingham Pkwy,Charlotte,NC,28208,35.22028078,-80.94398019,3,Specialty Food;Restaurants;Imported Food;Food;Sushi Bars;Ethnic Food
Historic Rosedale Plantation,3427 N Tryon St,Charlotte,NC,28206,35.25479,-80.805716,4.5,Public Services & Government;Landmarks & Historical Buildings
Hi-Tech Laundromat,2915 The Plz,Charlotte,NC,28205,35.237835,-80.800583,3,Local Services;Dry Cleaning & Laundry;Home Services;Laundry Services;Laundromat
Hiya Food Truck,620 W Morehead St,Charlotte,NC,28269,35.2263905,-80.8559848,4,Street Vendors;Food Trucks;Restaurants;Korean;Food
HMCR Massage,"12335 N Community House Rd, Ste 5",Charlotte,NC,28277,35.069754,-80.842339,2,Beauty & Spas;Massage;Massage Therapy;Health & Medical
HMCR Massage and Wellness,"11318 N Community House Rd, Ste 300",Charlotte,NC,28277,35.056411,-80.8354073,2.5,Doctors;Massage Therapy;Massage;Beauty & Spas;Health & Medical;Naturopathic/Holistic
Hmshost,5501 Josh Birmingham Pkwy,Charlotte,NC,28208,35.2235173,-80.9441649,2,Restaurants
Ho Ho Cherry House,2001 E 7th St,Charlotte,NC,28204,35.2123711,-80.8171636,3.5,Chinese;Restaurants
Hoan Doan,4900 Central Ave,Charlotte,NC,28205,35.2113869,-80.761194,4.5,Vietnamese;Restaurants
Hobby Lobby,"8150 Ikea Blvd, Unit 30",Charlotte,NC,28262,35.29547509,-80.76379079,3,Wedding Planning;Art Supplies;Arts & Crafts;Shopping;Event Planning & Services;Home Decor;Hobby Shops;Home & Garden
Hobby Lobby,8147 University City Blvd,Charlotte,NC,28213,35.296577,-80.747886,4,Shopping;Fabric Stores;Arts & Crafts;Art Supplies
Hodges Farm,3900 Rocky River Rd,Charlotte,NC,28215,35.2737539,-80.70455,4,Active Life;Summer Camps
Hogan Imaging,6029 Skyline Dr,Charlotte,NC,28269,35.378466,-80.766105,3.5,Event Planning & Services;Photographers
Hokkaido Japanese Express,8170-G S Tryon St,Charlotte,NC,28273,35.14601373,-80.93651445,3,Restaurants;Japanese
Hole in the Wall Crab Shack,10210 Couloak Dr,Charlotte,NC,28216,35.3242679,-80.947736,4,Restaurants;Seafood
Hole in The Wall Crab Shack,,Charlotte,NC,28262,35.332492,-80.732746,4,Seafood;Restaurants;Food Trucks;Food
Holiday Dry Cleaners,,Charlotte,NC,28205,35.2263714,-80.7990185,3.5,Local Services;Laundry Services;Dry Cleaning & Laundry
Holiday Hoopla at Charlotte Premium Outlets,5404 New Fashion Way,Charlotte,NC,28278,35.1704347,-80.9712002,4.5,Yelp Events;Local Flavor
Holiday Inn Charlotte University,8520 University Exec Park Drive,Charlotte,NC,28262,35.3053451,-80.7527684,3.5,Event Planning & Services;Hotels & Travel;Restaurants;Hotels;Venues & Event Spaces
Holiday Inn Charlotte-Airport Conf Ctr,2707 Little Rock Rd,Charlotte,NC,28214,35.239583,-80.938489,3,Venues & Event Spaces;Resorts;Event Planning & Services;Hotels & Travel;Hotels
Holiday Inn Charlotte-Center City,230 N College St,Charlotte,NC,28202,35.2270542,-80.8396357,3,Venues & Event Spaces;Party & Event Planning;Hotels & Travel;Event Planning & Services;Hotels;Resorts
Holiday Inn Express & Suites Charlotte Airport,108 Airport Commons Dr,Charlotte,NC,28208,35.2409593,-80.9233832,4.5,Event Planning & Services;Hotels & Travel;Hotels
Holiday Inn Express & Suites Charlotte- Arrowood,805 W Arrowood Rd,Charlotte,NC,28217,35.13506787,-80.90290059,3,Venues & Event Spaces;Hotels & Travel;Hotels;Event Planning & Services
Holiday Inn Express & Suites Charlotte NE - University Area,6020 University Pointe Blvd,Charlotte,NC,28262,35.29726106,-80.76147551,4,Hotels;Event Planning & Services;Hotels & Travel;Bed & Breakfast
Holiday Inn Express & Suites Charlotte North,7230 Smith Corners Blvd,Charlotte,NC,28269,35.35117,-80.8427441,4.5,Venues & Event Spaces;Hotels & Travel;Wedding Planning;Hotels;Event Planning & Services
Holiday Sip & Shop At The 7th Street Public Market,224 E 7th St,Charlotte,NC,28202,35.2277591,-80.8381993,4,Pop-up Shops;Shopping
Hollingsworth Roofing,4745 Silabert Ave,Charlotte,NC,28205,35.190799,-80.783579,3.5,Home Services;Roofing
Hollister,4400 Sharon Rd,Charlotte,NC,28211,35.1523852,-80.8321253,2.5,Shopping;Women's Clothing;Men's Clothing;Fashion
Hollywood Ink,3501 S Tryon St,Charlotte,NC,28217,35.1953251,-80.8770286,4,Permanent Makeup;Arts & Entertainment;Beauty & Spas;Tattoo;Piercing
Hollywood Tans,"15235 John J Delaney Dr, Ste C",Charlotte,NC,28277,35.0539776,-80.8486842,4,Beauty & Spas;Tanning
Holt Family Dentistry,"12105 Copper Way, Ste 200",Charlotte,NC,28277,35.0716087,-80.8433067,4.5,Dentists;Health & Medical;General Dentistry;Cosmetic Dentists
Holy Joes Meats & More,"10210 Berkeley Place Dr, Unit 120",Charlotte,NC,28262,35.327941,-80.739259,3.5,Halal;Food;Meat Shops;Specialty Food;Restaurants;Grocery
Holy Smokes,400 Westinghouse Blvd,Charlotte,NC,28273,35.113126,-80.919617,5,Tobacco Shops;Accessories;Adult;Shopping;Fashion;Vape Shops
Home Depot Design Center,900-1 Metropolitan Ave,Charlotte,NC,28263,35.214771,-80.834484,3,Home & Garden;Shopping
Home Goods,14126 Rivergate Pkwy,Charlotte,NC,28273,35.09814814,-80.9877461,4,Shopping;Rugs;Home Decor;Furniture Stores;Home & Garden;Kitchen & Bath;Discount Store
Home Inspection Carolina,10023 Zackery Ave,Charlotte,NC,28277,35.0281562,-80.8349344,4.5,Home Services;Home Inspectors
Home Team Sports,3346 Little Rock Rd,Charlotte,NC,28214,35.22307996,-80.94045616,2,Bars;Nightlife;Restaurants;Sports Bars
Home2 Suites By Hilton,625 McCullough Dr,Charlotte,NC,28262,35.3058403,-80.7565781,4,Hotels & Travel;Event Planning & Services;Bed & Breakfast;Hotels
Home2 Suites By Hilton,6025 Tyvola Glen Cir,Charlotte,NC,28217,35.1652183,-80.8921492,4.5,Event Planning & Services;Hotels;Hotels & Travel
Home2 Suites by Hilton Charlotte Airport,4240 Scott Futrell Dr,Charlotte,NC,28214,35.239033,-80.93826,3.5,Event Planning & Services;Hotels & Travel;Hotels
HomeGoods,9876 B Rea Rd,Charlotte,NC,28277,35.0361478,-80.8093159,4,Department Stores;Shopping;Home & Garden;Fashion
HomeGoods,4720 Sharon Rd,Charlotte,NC,28210,35.1474039,-80.8324604,3.5,Food;Furniture Stores;Home Decor;Home & Garden;Shopping;Grocery
Homejoy,"1800 Camden Rd, Ste 107-23",Charlotte,NC,28203,35.212576,-80.859435,3.5,Local Services;Professional Services;Home Services;Home Cleaning;Handyman;Office Cleaning;Carpet Cleaning
Homemade Fresh Chef Service,,Charlotte,NC,28220,35.1758222,-80.8509669,5,Food;Event Planning & Services;Personal Chefs
HomeTeam Pest Defense,5005 F W Wt Harris Blvd,Charlotte,NC,28269,35.333222,-80.81961,2.5,Pest Control;Local Services
Homewood Suites By Hilton,12030 Copper Way,Charlotte,NC,28277,35.07219703,-80.84329784,4.5,Hotels & Travel;Hotels;Event Planning & Services
Homewood Suites by Hilton,1921 Ayrsley Town Blvd,Charlotte,NC,28273,35.1373025,-80.9311878,4,Hotels & Travel;Event Planning & Services;Hotels
Homewood Suites by Hilton Charlotte Airport,2770 Yorkmont Rd,Charlotte,NC,28208,35.1904683,-80.9279432,4,Hotels;Hotels & Travel;Event Planning & Services
Homewood Suites by Hilton Charlotte/SouthPark,4808 Sharon Rd,Charlotte,NC,28210,35.14579173,-80.83223806,3.5,Hotels;Event Planning & Services;Hotels & Travel;Venues & Event Spaces
Homewood Suites by Hilton Charlotte-North/Univ Research Park,8340 N Tryon St,Charlotte,NC,28262,35.3015641,-80.7518571,3,Hotels & Travel;Event Planning & Services;Apartments;Home Services;Hotels;Real Estate
Honest-1 Auto Care,9200 Monroe Rd,Charlotte,NC,28270,35.14596124,-80.74425846,4.5,Auto Repair;Oil Change Stations;Smog Check Stations;Tires;Automotive
Honey Bun's Cafeteria,7323 E Independence Blvd,Charlotte,NC,28227,35.16263884,-80.73807652,4,Imported Food;Chinese;Food;Specialty Food;Dim Sum;Ethnic Food;Restaurants
Honey Butter Bakery,,Charlotte,NC,28256,35.2794552,-80.7657933,4.5,Caterers;Event Planning & Services;Food;Bakeries;Desserts
HoneyBaked Ham,7649  Pineville Matthews Rd.,Charlotte,NC,28226,35.086169,-80.849874,4,Restaurants;Delis;Meat Shops;Cafes;Food;Specialty Food;Event Planning & Services;Caterers;Sandwiches
HoneyBaked Ham,"5700 University Pointe Blvd, Suite 115",Charlotte,NC,28262,35.2968436,-80.7588859,5,Delis;Event Planning & Services;Restaurants;Specialty Food;Meat Shops;Caterers;Sandwiches;Cafes;Food
HoneyBaked Ham,303 E Woodlawn Rd,Charlotte,NC,28217,35.17818435,-80.87860107,4,Caterers;Sandwiches;Restaurants;Meat Shops;Cafes;Delis;Food;Specialty Food;Event Planning & Services
Honeycuts Haircare For Men,"16631 Lancaster Hwy 109, Ste 109",Charlotte,NC,28277,35.02349926,-80.84871297,5,Men's Hair Salons;Beauty & Spas;Hair Salons
Hong Kong Bakery,7323 E Independence Blvd,Charlotte,NC,28227,35.16225949,-80.73771414,4.5,Food;Bakeries
Hong Kong BBQ,"4520 N Tryon St, Ste 25",Charlotte,NC,28213,35.2561847,-80.7911787,4,Barbeque;Chinese;Specialty Food;Meat Shops;Food;Restaurants
Hong Kong Restaurant,1713 Central Ave,Charlotte,NC,28205,35.220624,-80.8098575,3,Chinese;Restaurants
Hong Kong Vintage,1514 Central Ave,Charlotte,NC,28205,35.2202917,-80.8127772,3.5,Shopping;Used;Vintage & Consignment;Fashion
Hong Phat Restaurant,2400 Tuckaseegee Rd,Charlotte,NC,28208,35.2369429,-80.8743453,4,Chinese;Restaurants
Hook Tire & Service,5021 South Blvd,Charlotte,NC,28217,35.1691113,-80.8756073,3.5,Oil Change Stations;Auto Repair;Automotive;Tires
Hookah Hotspot,2600 Central Ave,Charlotte,NC,28205,35.21886945,-80.79893928,4.5,Bars;Nightlife;Restaurants;Cafes;Hookah Bars
Hooters,9807 South Blvd,Charlotte,NC,28217,35.104249,-80.879859,2.5,Restaurants;Chicken Wings;Bars;Sports Bars;Nightlife;American (Traditional)
Hooters,123 W Trade St,Charlotte,NC,28202,35.2275943,-80.8440182,2.5,Chicken Wings;American (Traditional);Sports Bars;Nightlife;Bars;Restaurants
Hop Feng 2,"9229 Lawyers Rd, Ste G",Charlotte,NC,28227,35.18724846,-80.68768598,4,Restaurants;Asian Fusion;Chinese
Hop Feng Kitchen,"2504 Little Rock Rd, Ste C",Charlotte,NC,28214,35.2461067,-80.9381321,3.5,Restaurants
Hoppin,1402 Winnifred St,Charlotte,NC,28203,35.2183828,-80.8563189,4.5,Nightlife;Beer Bar;Bars
Hops and Shops,2000-2104 South Blvd,Charlotte,NC,28203,35.2084339,-80.861273,4.5,Pop-up Shops;Shopping
Horizon Eye Care,11835 Southmore Dr,Charlotte,NC,28277,35.09973259,-80.77682249,3,Eyewear & Opticians;Health & Medical;Family Practice;Doctors;Shopping;Ophthalmologists;Optometrists
Horizon Eye Care,11010 David Taylor Dr,Charlotte,NC,28262,35.339981,-80.764347,2.5,Laser Eye Surgery/Lasik;Optometrists;Eyewear & Opticians;Doctors;Ophthalmologists;Health & Medical;Shopping
Horizon Eye Care,10520 Park Rd,Charlotte,NC,28210,35.092604,-80.869383,2.5,Doctors;Optometrists;Ophthalmologists;Eyewear & Opticians;Health & Medical;Cosmetic Surgeons;Shopping;Laser Eye Surgery/Lasik
Horizon Eye Care,135 S Sharon Amity Rd,Charlotte,NC,28211,35.1752367,-80.7992504,2.5,Obstetricians & Gynecologists;Optometrists;Health & Medical;Laser Eye Surgery/Lasik;Shopping;Eyewear & Opticians;Ophthalmologists;Doctors
Horne Heating and Air Conditioning,6805 Craig St,Charlotte,NC,28214,35.280255,-80.92034,4.5,Home Services;Electricians;Heating & Air Conditioning/HVAC
Hornet Moving,920 W Craighead Rd,Charlotte,NC,28206,35.265179,-80.805263,4.5,Home Services;Movers
Hornet's Nest BMX Track,6301 Beatties Ford Rd,Charlotte,NC,28216,35.319545,-80.868519,4,Races & Competitions;Bikes;Bike Rentals;Sporting Goods;Shopping;Active Life
Hornets Nest Park,6301 Beatties Ford Rd,Charlotte,NC,28216,35.319545,-80.868519,4.5,Active Life;Parks
Hot Box,5327 Firelight Ln,Charlotte,NC,28212,35.200628,-80.756987,4.5,Food;Food Trucks
Hot Rods Cafe,10102 Albemarle Rd,Charlotte,NC,28227,35.2083129,-80.672755,4.5,Burgers;American (Traditional);Restaurants
Hot Taco,200 E Bland St,Charlotte,NC,28203,35.21680505,-80.85419055,2.5,Restaurants;Mexican
Hotel Charlotte Restaurant,705 S Sharon Amity Rd,Charlotte,NC,28211,35.171415,-80.806797,4,Cajun/Creole;Restaurants
Hotel Sierra,435 E Trade St,Charlotte,NC,28202,35.224179,-80.8390636,4.5,Hotels;Event Planning & Services;Hotels & Travel
House of Africa,1215 Thomas Ave,Charlotte,NC,28205,35.219381,-80.8124689,4.5,Home Decor;Shopping;Home & Garden
House of Athens,"8652 Pineville-Matthews Rd, Ste1000",Charlotte,NC,28226,35.088675,-80.865605,3.5,Mediterranean;Restaurants;Greek
House of Leng,"2712 W Mallard Creek Church Rd, Ste 430",Charlotte,NC,28262,35.341155,-80.764657,3.5,Chinese;Restaurants
House Of Leng At Boardwalk,8933 J M Keynes Dr,Charlotte,NC,28262,35.3102425,-80.7493891,3.5,Chinese;Restaurants
House of Pizza,3640 Central Ave,Charlotte,NC,28205,35.2154418,-80.782679,3.5,Greek;Restaurants;Pizza;Italian
How Do You Roll,"200 S College St, Ste 312",Charlotte,NC,28202,35.225394,-80.84395,2.5,Restaurants;Vegan;Sushi Bars
How Do You Roll ?,"Ballantyne Corners Shopping Center, 11318 N Community House Rd",Charlotte,NC,28277,35.05497801,-80.83566427,3,Sushi Bars;Specialty Food;Ethnic Food;Food;Restaurants
Howl at the Moon,"210 E Trade St, Ste A-308",Charlotte,NC,28202,35.2253172,-80.8424884,3.5,Venues & Event Spaces;Event Planning & Services;Piano Bars;Bars;Arts & Entertainment;Music Venues;Nightlife
Howren Music & Sound,4209 Park Rd,Charlotte,NC,28209,35.174821,-80.848693,4,Educational Services;Electronics;Specialty Schools;Vocational & Technical School;Education;Books;Mags;Music & Video;Shopping;Musical Instruments & Teachers;Music & DVDs
HSM | Core,601 Kings Dr,Charlotte,NC,28204,35.2202079,-80.8289484,4.5,Gyms;Active Life;Fitness & Instruction
Hubee D's,"14126 Rivergate Pkwy, Ste 500",Charlotte,NC,28273,35.1028674,-80.9848619,3.5,Chicken Wings;Restaurants
Hubee D's,815 Providence Rd,Charlotte,NC,28207,35.1979911,-80.8262151,4,Restaurants;Chicken Wings;Sandwiches
Hubert Car Services & Limo,"2750 East-w-t Harris Blvd, Ste 104",Charlotte,NC,28213,35.2826217,-80.73852539,5,Car Rental;Airport Shuttles;Limos;Transportation;Hotels & Travel
Hubert Team Cleaning,,Charlotte,NC,28273,35.1290557,-80.9539475,5,Professional Services;Carpet Cleaning;Office Cleaning;Local Services
Hughes Automotive,7116 Harrisburg Rd,Charlotte,NC,28215,35.2142438,-80.6867494,2.5,Automotive;Auto Repair
Hughes Floor Covering,4312 Monroe Rd,Charlotte,NC,28205,35.1939972,-80.7886571,3,Carpet Installation;Flooring;Home Services;Carpeting;Interior Design
"Hughes Network Systems, LLC",,Charlotte,NC,,35.2270869,-80.8431267,2,Home Services;Professional Services;Internet Service Providers
Hull & Chandler Attorneys at Law,"1001 Morehead Square Dr, Ste 450",Charlotte,NC,28203,35.2197607,-80.8503243,4.5,General Litigation;Lawyers;Business Law;Divorce & Family Law;Personal Injury Law;Professional Services
Humane Society of Charlotte,2700 Toomey Ave,Charlotte,NC,28203,35.207734,-80.875759,4,Pets;Animal Shelters;Veterinarians;Pet Stores;Pet Services
"Hume, Mitchell D, DMD, PA",225 N Torrence St,Charlotte,NC,28204,35.2153108,-80.8272542,5,Dentists;General Dentistry;Health & Medical
Hunan Express Chinese Restaurant,"901 N Wendover Rd, Ste C",Charlotte,NC,28211,35.191136,-80.797266,3.5,Chinese;Restaurants
Hunan Park,5818 Prosperity Church Rd,Charlotte,NC,28269,35.372159,-80.782485,3.5,Chinese;Restaurants
Hungry Howie's Pizza,1707 Sardis Rd N,Charlotte,NC,28270,35.1408432,-80.7378572,3,Pizza;Sandwiches;Restaurants
Hungry Howie's Pizza,"6426 W Sugar Creek Rd, Unit A",Charlotte,NC,28269,35.333478,-80.796171,3,Restaurants;Sandwiches;Pizza
Hungry Howie's Pizza,"10039 University City Blvd, Ste C",Charlotte,NC,28262,35.3110293,-80.716159,2.5,Pizza;Restaurants
Hungry Howie's Pizza,"8943 South Tryon St, Ste D",Charlotte,NC,28273,35.1362054,-80.9369244,3.5,Pizza;Restaurants
Hungry Howie's Pizza,8610-F Camfield St,Charlotte,NC,28277,35.052884,-80.815583,2.5,Pizza;Restaurants
Hungry Howie's Pizza,8334 Pineville-Matthews Rd,Charlotte,NC,28226,35.0875616,-80.859455,3,Sandwiches;Restaurants;Italian;Pizza
Hungry Howie's Pizza,8816 University E Dr,Charlotte,NC,28213,35.286686,-80.727098,3.5,Pizza;Restaurants
Hungry Howie's Pizza,3609 South Boulevard,Charlotte,NC,28209,35.1924256,-80.8732363,3.5,Restaurants;Pizza
Hunny Bun Virgin Hair,3720 N Tryon St,Charlotte,NC,28206,35.2540731,-80.8015515,2.5,Hair Salons;Hair Stylists;Hair Extensions;Shopping;Beauty & Spas;Cosmetics & Beauty Supply
Hunt Club Apartments by Cortland,100 Heritage Point Rd,Charlotte,NC,28262,35.32671147,-80.72999516,2.5,Home Services;Real Estate;Apartments
Hunter & Hein Attorneys at Law,1914 J N Pease Pl,Charlotte,NC,28262,35.3209011,-80.774774,5,Professional Services;Lawyers;General Litigation;Estate Planning Law;Divorce & Family Law;Criminal Defense Law
Hunter Auto and Wrecker Service,1114 N Davidson St,Charlotte,NC,28206,35.2314308,-80.8255478,2.5,Towing;Automotive
Hux,933 Louise Ave,Charlotte,NC,28204,35.2245307,-80.8203339,4,Laundry Services;Home Cleaning;Local Services;Handyman;Home Services;Professional Services
Hwy 55 Burgers Shakes & Fries,"8451 Davis Lake Pkwy, Ste B1",Charlotte,NC,28269,35.33435757,-80.81444529,3,Restaurants;Burgers;Food;American (Traditional);Hot Dogs;Cheesesteaks;Ice Cream & Frozen Yogurt;Juice Bars & Smoothies
Hwy 55 Burgers Shakes & Fries,5700 University Pointe Blvd,Charlotte,NC,28262,35.29685593,-80.75762177,2.5,Ice Cream & Frozen Yogurt;Chicken Wings;Cheesesteaks;Burgers;Restaurants;American (Traditional);Food;Fast Food
Hwy 55 Burgers Shakes & Fries,4847 Shopton Rd,Charlotte,NC,28278,35.171097,-80.9635474,3,Burgers;Food;Restaurants;Ice Cream & Frozen Yogurt;Fast Food;American (Traditional)
Hyatt Gun Shop,3332 Wilkinson Blvd,Charlotte,NC,28208,35.225955,-80.896767,3.5,Sporting Goods;Shopping;Outdoor Gear;Guns & Ammo
HYATT house Charlotte  Airport,4920 South Tryon Street,Charlotte,NC,28217,35.1785806,-80.8925314,3.5,Hotels & Travel;Hotels;Event Planning & Services
Hyatt House Charlotte Center City,435 East Trade St,Charlotte,NC,28202,35.224179,-80.8390636,4,Hotels;Venues & Event Spaces;Event Planning & Services;Hotels & Travel
Hyatt Place Charlotte Airport/Lake Pointe,4119 South Stream Blvd,Charlotte,NC,28217,35.1822292,-80.9192433,4,Hotels & Travel;Event Planning & Services;Hotels
Hyatt Place Charlotte Airport/Tyvola Road,2950 Oak Lake Blvd,Charlotte,NC,28208,35.1912859,-80.9223583,4,Event Planning & Services;Hotels;Hotels & Travel;Venues & Event Spaces
Hyatt Place Charlotte Arrowood,7900 Forest Point Blvd,Charlotte,NC,28273,35.1357712,-80.9043707,3.5,Venues & Event Spaces;Hotels;Event Planning & Services;Hotels & Travel
Hyatt Place Charlotte Downtown,222 S Caldwell St,Charlotte,NC,28202,35.2226031,-80.84124478,3.5,Event Planning & Services;Hotels & Travel;Hotels
Hyderabadi Biryani House,"15025 Lancaster Hwy, Ste D8",Charlotte,NC,28277,35.042024,-80.862628,3,Restaurants;Indian;Chinese;Buffets;Halal
Hydrate Medical,"228 East Blvd, Ste 200",Charlotte,NC,28203,35.21072,-80.856956,5,Health & Medical;Naturopathic/Holistic;Doctors;Medical Spas;Beauty & Spas
Hygge,809 W Hill St,Charlotte,NC,28208,35.227921,-80.856768,4.5,Shared Office Spaces;Real Estate;Home Services
Hypoxi,12335 N Community House Rd,Charlotte,NC,28277,35.06970788,-80.84252683,3.5,Health & Medical;Weight Loss Centers;Beauty & Spas;Skin Care
I Love Juice Bar,"2907 Providence Rd, Ste 101",Charlotte,NC,28211,35.1713096,-80.8075031,4.5,Juice Bars & Smoothies;Food;Restaurants
I.C. London,4310 Sharon Rd,Charlotte,NC,28211,35.15275765,-80.82852641,4.5,Fashion;Lingerie;Women's Clothing;Shopping
I.C. London,"1419 East Blvd, Ste F",Charlotte,NC,28203,35.200946,-80.842701,4,Fashion;Lingerie;Women's Clothing;Shopping
I-485 / South Boulevard Lynx Station,9508 South Blvd,Charlotte,NC,28273,35.1071418,-80.8827077,4,Public Transportation;Hotels & Travel;Transportation
Ian's Elite Mobile Detailing,,Charlotte,NC,28208,35.212973,-80.9097127,5,Automotive;Car Wash;Auto Detailing
Icehouse,2100 S Blvd,Charlotte,NC,28203,35.20822457,-80.86067453,3,Bars;Sports Bars;Nightlife;Restaurants;American (New)
Iceshavers,210 S College St,Charlotte,NC,28202,35.225293,-80.8437954,5,Food;Ice Cream & Frozen Yogurt;Shaved Ice
Ichiban Buffet,7201 Albemarle Rd,Charlotte,NC,28227,35.204845,-80.721379,3,Buffets;Restaurants;Chinese
Ichiban Sushi and Hibachi Buffet,3302 Queen City Dr,Charlotte,NC,28208,35.24154062,-80.91998664,3,Sushi Bars;Buffets;Restaurants
iColor Nail Bar,333 S Kings Dr,Charlotte,NC,28204,35.21238485,-80.83371592,3.5,Waxing;Nail Salons;Hair Removal;Beauty & Spas
iCracked,,Charlotte,NC,28105,35.1105564,-80.7103532,5,Electronics Repair;Mobile Phone Repair;Local Services;IT Services & Computer Repair
Ideal Image Charlotte,"6000 Fairview Rd. , Ste 275",Charlotte,NC,28210,35.1499169,-80.8390885,3,Medical Spas;Laser Hair Removal;Health & Medical;Beauty & Spas;Hair Removal
IDOLIZE Brows & Beauty,4400 Sharon Rd,Charlotte,NC,28211,35.1546001,-80.8349133,3.5,Beauty & Spas;Skin Care;Threading Services;Day Spas;Hair Removal;Eyelash Service
Idolize Brows & Beauty,"230 E Wt Harris Blvd, Ste B12",Charlotte,NC,28262,35.303872,-80.749548,5,Threading Services;Beauty & Spas;Day Spas;Hair Removal;Eyelash Service;Skin Care
